Drug A,Drug B,Cell Line Name,Score
paclitaxel,Sorafenib,SK-OV-3,2.71808902854303
Vorinostat,geldanamycin,NCIH1650,-3.019531285218114
Lapatinib,Sorafenib,NCIH2122,-3.2142130797467816
Vorinostat,Sunitinib,NCIH23,-4.12581810820042
Sunitinib,Dasatinib,VCAP,13.015759276594096
metformin,Erlotinib,OCUBM,-12.026803679110706
vinblastine,Erlotinib,OVCAR3,4.93167956005568
vinblastine,Sorafenib,SW-620,5.006519903780723
Dasatinib,geldanamycin,NCIH2122,-25.4508968849616
vinblastine,Sunitinib,NCIH23,-5.97248436581227
metformin,geldanamycin,T-47D,3.547124544521316
dexamethasone,Erlotinib,SKMES1,-11.69780882660921
dexamethasone,Sunitinib,SKMEL30,-27.9020155354992
metformin,geldanamycin,RKO,-61.6890402284636
vinblastine,Dasatinib,NCI-H460,-29.2662792150344
paclitaxel,Sunitinib,UACC62,0.0804428699766095
dexamethasone,geldanamycin,A2058,-31.18852367408345
metformin,Sunitinib,MDAMB436,-58.4491138315396
paclitaxel,Sunitinib,OCUBM,-11.7962452523223
vinblastine,Lapatinib,RKO,-7.06329362397977
dexamethasone,Erlotinib,NCIH520,-2.308732762121495
vinblastine,Erlotinib,SK-OV-3,8.077984978184695
metformin,Sunitinib,CAOV3,-45.634880019414
Vorinostat,Erlotinib,HT29,1.888243484494037
paclitaxel,Vorinostat,SW-620,-1.0659561461183158
dexamethasone,geldanamycin,NCIH1650,-32.1283374054069
Vorinostat,Erlotinib,PA1,-0.810306898238276
vinblastine,Erlotinib,SW-620,-5.472376660417956
Sunitinib,Dasatinib,OCUBM,6.874655354673765
metformin,Lapatinib,SKMES1,-22.2455703021075
Vorinostat,Dasatinib,A427,-1.51657819068512
paclitaxel,Dasatinib,A427,3.47166270740147
Dasatinib,Sorafenib,LOVO,2.1747311895065486
Sunitinib,Dasatinib,A427,14.9415296965116
paclitaxel,geldanamycin,OVCAR3,-11.341527235964405
metformin,Sorafenib,SK-OV-3,-27.4476544011683
dexamethasone,Lapatinib,UWB1289,-31.934070451053
Vorinostat,Lapatinib,OVCAR3,2.75380173901167
Lapatinib,geldanamycin,A2780,-4.81834176383161
Lapatinib,Erlotinib,SK-OV-3,4.97603191479674
metformin,Erlotinib,RKO,-8.184373188662292
vinblastine,Sunitinib,HT144,4.69437535963172
Lapatinib,geldanamycin,NCIH23,-5.97419023328963
vinblastine,geldanamycin,OVCAR3,-11.8973420493851
Lapatinib,geldanamycin,NCIH520,0.86771933446589
Sunitinib,Erlotinib,MDAMB436,4.76541245752904
Dasatinib,Sorafenib,SK-OV-3,4.755697845162629
paclitaxel,Erlotinib,CAOV3,5.506094216928792
Sunitinib,Dasatinib,T-47D,1.0880788430276551
Sunitinib,Sorafenib,VCAP,-3.0331069492891496
paclitaxel,Sunitinib,OV90,-5.77436797253085
paclitaxel,Sorafenib,A2780,2.409764321136161
paclitaxel,Sunitinib,SW837,-1.73607437190069
paclitaxel,Erlotinib,PA1,-1.2816619609782416
Sunitinib,Dasatinib,LOVO,10.292368565007404
Vorinostat,Erlotinib,A375,2.8348518495029404
vinblastine,Lapatinib,HT29,-5.83438093189622
paclitaxel,Lapatinib,RKO,-2.306526469902426
Lapatinib,Erlotinib,HT144,-2.6304973605131474
Sunitinib,Sorafenib,NCIH1650,-13.1809903671301
Sunitinib,Erlotinib,T-47D,-1.14890133483728
Lapatinib,Sorafenib,HT29,-3.0332808194811403
metformin,Sorafenib,HCT116,-49.5120706514507
metformin,Sorafenib,VCAP,-55.7541546140486
vinblastine,geldanamycin,HT29,-6.46133524603972
paclitaxel,Sorafenib,HT29,-2.19578977406709
metformin,geldanamycin,RPMI7951,-10.594900847222812
paclitaxel,Sunitinib,RKO,-2.35314836228574
metformin,Sorafenib,SKMES1,-13.547300817594484
metformin,Vorinostat,NCIH1650,-18.5255095356289
dexamethasone,Lapatinib,A427,-20.7409218490905
Lapatinib,geldanamycin,NCIH1650,5.72263802046558
paclitaxel,Vorinostat,UACC62,0.7651079053562314
paclitaxel,geldanamycin,NCI-H460,-2.698758931910008
vinblastine,Sunitinib,HT29,-2.591242863373206
Dasatinib,geldanamycin,SKMEL30,-22.9515728231767
Lapatinib,geldanamycin,VCAP,1.3131129859732091
metformin,Lapatinib,SKMEL30,-19.6754058911438
paclitaxel,Erlotinib,VCAP,-19.923371510770203
metformin,Sunitinib,OCUBM,-35.155236696245
vinblastine,Dasatinib,PA1,-0.1091636509260827
Sunitinib,geldanamycin,RKO,2.765011277030255
Vorinostat,Lapatinib,PA1,1.0271109700113177
Sunitinib,Sorafenib,A2058,-0.9096556467231308
Sunitinib,Lapatinib,SW837,14.8508222506114
dexamethasone,geldanamycin,A2780,-35.163016426576704
Sunitinib,Sorafenib,SK-OV-3,-7.789052707582185
Erlotinib,geldanamycin,NCIH520,1.845960760756301
metformin,Sunitinib,A2780,-40.5029244010595
Lapatinib,Sorafenib,UACC62,8.88265541550952
paclitaxel,Vorinostat,NCI-H460,-1.4295761119406232
Lapatinib,Erlotinib,NCIH1650,2.63206586722876
Erlotinib,Sorafenib,OV90,1.1941842843275
Dasatinib,Sorafenib,HCT116,4.40921359309415
dexamethasone,Dasatinib,VCAP,-4.873152982370568
vinblastine,Erlotinib,NCIH520,0.2877587512502297
dexamethasone,Sunitinib,NCIH520,-12.147399114840605
Sunitinib,Sorafenib,HT144,3.33951124606136
Erlotinib,Sorafenib,SK-OV-3,3.557691046156
Vorinostat,geldanamycin,SW-620,-6.75960002722117
Sunitinib,Dasatinib,SKMES1,2.369358494612781
vinblastine,Lapatinib,A427,-9.722403045722997
metformin,geldanamycin,A2058,-28.3488859938485
Erlotinib,Sorafenib,NCIH520,6.72046542688671
vinblastine,geldanamycin,NCI-H460,-4.763634360062484
Lapatinib,Erlotinib,NCIH520,7.87379173269718
Dasatinib,geldanamycin,MDAMB436,0.5403453062071405
Lapatinib,Dasatinib,MDAMB436,3.11049964318654
metformin,Sunitinib,A375,-55.54568697318505
Vorinostat,Lapatinib,NCIH1650,4.43276114617859
Sunitinib,Dasatinib,CAOV3,8.756217929094177
vinblastine,Dasatinib,MDAMB436,2.81101468536903
Vorinostat,Sunitinib,SKMES1,-5.85807143580148
Sunitinib,Dasatinib,HCT116,4.2006804390709
metformin,Lapatinib,A2058,-11.03094492075089
dexamethasone,Sorafenib,NCIH520,-7.57557880794988
geldanamycin,Sorafenib,OCUBM,6.9472187772133225
Vorinostat,Dasatinib,SW-620,-5.73967918172164
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585
dexamethasone,Sorafenib,MDAMB436,-8.798237091769485
Lapatinib,geldanamycin,A2058,-1.178255647098801
dexamethasone,Vorinostat,SW-620,-41.9047429025821
Lapatinib,geldanamycin,RKO,2.446050707651698
Dasatinib,geldanamycin,RPMI7951,-0.3887710448227697
paclitaxel,Lapatinib,PA1,0.4646043967887734
paclitaxel,Dasatinib,A375,6.364261125349779
dexamethasone,Lapatinib,HCT116,-7.10827059552493
Erlotinib,Dasatinib,A2780,9.30630078585379
dexamethasone,Vorinostat,A2780,-35.8337806803641
paclitaxel,Dasatinib,CAOV3,8.99923705482913
paclitaxel,Erlotinib,RPMI7951,0.8825935384285006
Dasatinib,Sorafenib,NCIH23,8.243548509216069
vinblastine,Dasatinib,A2780,-11.183106529127476
Lapatinib,Erlotinib,NCIH23,-2.56542276271332
Lapatinib,Sorafenib,OVCAR3,-3.12013961477547
Sunitinib,Lapatinib,CAOV3,14.8229623836697
paclitaxel,Sorafenib,NCIH23,-2.6184282494780104
dexamethasone,Lapatinib,OCUBM,-21.2195468929047
vinblastine,Sunitinib,SW-620,1.675245639565673
metformin,Sorafenib,A375,-46.2372447228831
geldanamycin,Sorafenib,OV90,1.1848602197973823
metformin,Dasatinib,OVCAR3,-4.11149235653684
geldanamycin,Sorafenib,NCI-H460,-0.0379657812584102
vinblastine,Sorafenib,NCIH23,-0.29408409265346
metformin,Vorinostat,PA1,-48.51478094223695
Vorinostat,Sorafenib,SW-620,-4.396710286499547
metformin,geldanamycin,NCIH23,-12.6203596574975
vinblastine,Lapatinib,HCT116,-25.781275563237
paclitaxel,Sorafenib,PA1,-2.111656589218961
metformin,geldanamycin,HCT116,-56.3663437951974
vinblastine,Vorinostat,NCI-H460,-7.42349600405968
Sunitinib,geldanamycin,A2058,6.795393661635613
Sunitinib,Sorafenib,SKMES1,-11.9299972333177
dexamethasone,Erlotinib,A427,-28.0636361890057
paclitaxel,Erlotinib,RKO,-2.6871577689602653
dexamethasone,Sorafenib,SKMES1,1.61677665352485
dexamethasone,Dasatinib,MDAMB436,-9.953220777101093
Sunitinib,Sorafenib,HT29,-0.538262620928304
Erlotinib,geldanamycin,VCAP,-2.88087637063392
metformin,Erlotinib,NCIH23,-14.1813773041305
metformin,Erlotinib,SW-620,-29.9162730471743
metformin,Sunitinib,SK-OV-3,-64.65676531723692
dexamethasone,geldanamycin,SW837,-24.5242345195019
vinblastine,geldanamycin,A2780,1.418014053180695
vinblastine,Sunitinib,LOVO,1.675381804264854
Lapatinib,Sorafenib,A427,4.96190002222477
Vorinostat,Dasatinib,SW837,7.383552345763623
vinblastine,Sorafenib,SK-OV-3,12.5056328567953
dexamethasone,Dasatinib,SW-620,2.51340467963473
dexamethasone,Dasatinib,SKMES1,-8.700462669667385
metformin,Erlotinib,LOVO,-35.8165916579592
paclitaxel,Sorafenib,NCIH2122,-7.283890318199592
dexamethasone,Dasatinib,OCUBM,-18.5277286275242
Erlotinib,Sorafenib,RPMI7951,-10.626155896203898
vinblastine,Erlotinib,A2780,6.00089213826483
dexamethasone,Lapatinib,SW-620,0.2404076931068699
Vorinostat,Sorafenib,VCAP,0.4443344011282492
metformin,Erlotinib,NCIH1650,-23.227454082363305
Lapatinib,Erlotinib,SKMEL30,-3.31847606547329
Dasatinib,geldanamycin,OV90,2.24572304437811
metformin,geldanamycin,HT29,-22.9610154952969
geldanamycin,Sorafenib,A2058,8.652061852316729
vinblastine,Dasatinib,NCIH2122,-91.8886792382854
Lapatinib,geldanamycin,NCI-H460,5.391699208755202
Erlotinib,Sorafenib,SKMEL30,0.7364260970712593
paclitaxel,Erlotinib,A427,-1.3944922949507652
Sunitinib,Erlotinib,A2780,10.480393919522983
Vorinostat,Sunitinib,UWB1289,6.120538767403939
paclitaxel,Sorafenib,SW-620,1.9007667723773176
dexamethasone,Erlotinib,RKO,-9.06573754635488
Lapatinib,Erlotinib,A375,-9.231606713935047
paclitaxel,geldanamycin,A2058,-1.6307504375632549
Sunitinib,Erlotinib,SK-OV-3,8.35813394800668
Erlotinib,Sorafenib,SW837,-3.01321716593974
vinblastine,Vorinostat,LOVO,-2.43808381047612
Erlotinib,geldanamycin,HT29,0.7942566624333496
paclitaxel,Erlotinib,SW-620,-3.134999611446543
metformin,Dasatinib,SK-OV-3,-16.1535771788668
Lapatinib,geldanamycin,HT29,0.8105828534072201
metformin,Vorinostat,OV90,-4.853312003098937
paclitaxel,Vorinostat,A2058,-7.071587649042333
dexamethasone,geldanamycin,UWB1289,-44.2857422252861
paclitaxel,Sunitinib,A2058,0.7445982178878973
Erlotinib,geldanamycin,T-47D,4.065326821312747
vinblastine,Dasatinib,T-47D,-6.929951553081727
paclitaxel,Sorafenib,SKMES1,-0.1639564470097907
Sunitinib,Erlotinib,SW837,6.001532732018722
dexamethasone,Sunitinib,VCAP,-12.0847368637308
vinblastine,Dasatinib,SKMEL30,-58.5527340809363
Lapatinib,Dasatinib,A2780,22.7414116448382
Lapatinib,Erlotinib,A2058,4.128157012788561
Vorinostat,Sorafenib,A2058,-3.9552380984537248
Lapatinib,Erlotinib,OV90,7.588764503474316
vinblastine,Erlotinib,OCUBM,18.2642273209106
vinblastine,Sorafenib,SW837,3.0307168501552093
metformin,Erlotinib,A427,-28.0249952668106
vinblastine,Sunitinib,UWB1289,0.8319171014720902
metformin,Dasatinib,RKO,-30.3377383335249
Dasatinib,geldanamycin,NCIH1650,9.62907409316032
paclitaxel,Dasatinib,UWB1289,4.774357664359128
Vorinostat,geldanamycin,SW837,0.300408103033295
Erlotinib,Dasatinib,SW-620,11.579228393987275
Erlotinib,Dasatinib,OCUBM,1.7387039934851498
Lapatinib,Sorafenib,A2780,2.11900133622217
Vorinostat,Sorafenib,CAOV3,6.92534745147092
dexamethasone,Vorinostat,RPMI7951,-42.4099588259267
Vorinostat,Dasatinib,OCUBM,-0.5284321769112605
dexamethasone,Dasatinib,A2058,-11.113180908425988
Erlotinib,Dasatinib,UWB1289,12.5580583918003
Dasatinib,Sorafenib,MDAMB436,-2.60072537807549
paclitaxel,Vorinostat,VCAP,3.27100049685324
Erlotinib,Dasatinib,VCAP,4.020569536845237
Erlotinib,geldanamycin,NCI-H460,4.49418879319923
dexamethasone,Vorinostat,UACC62,-35.1709788883515
metformin,Vorinostat,SKMES1,-42.936846127142296
Sunitinib,Sorafenib,T-47D,13.71198107208239
Lapatinib,geldanamycin,CAOV3,8.45389840526827
Erlotinib,geldanamycin,NCIH2122,3.08443697315444
dexamethasone,Sorafenib,SW837,-13.4089268865456
metformin,geldanamycin,SW837,-23.8934551543691
Sunitinib,Lapatinib,SKMES1,8.07102955700163
metformin,Lapatinib,SK-OV-3,-12.955988512618
Sunitinib,Lapatinib,RKO,3.73205068567752
vinblastine,Lapatinib,NCIH1650,-9.72499716390718
dexamethasone,Sorafenib,A427,-8.65496498210776
paclitaxel,Erlotinib,NCIH2122,-1.94666134980912
Sunitinib,Erlotinib,RPMI7951,-4.349210006555943
Vorinostat,Sunitinib,MDAMB436,0.2886204877907422
paclitaxel,Dasatinib,RKO,4.452168509343501
paclitaxel,Vorinostat,HCT116,-1.593720937577549
vinblastine,Erlotinib,VCAP,16.694612728237402
paclitaxel,Dasatinib,SKMEL30,-26.6651088566214
dexamethasone,Lapatinib,CAOV3,14.6352674345898
Sunitinib,Sorafenib,A2780,-1.059512617215007
paclitaxel,Sunitinib,SKMEL30,-0.2642143205483515
vinblastine,Vorinostat,A2780,2.776867734737273
Sunitinib,geldanamycin,SKMEL30,0.7860328468455551
dexamethasone,Sunitinib,LOVO,-8.39479061793487
Sunitinib,Dasatinib,NCIH520,6.442434166934048
Dasatinib,Sorafenib,A375,11.316750179392892
Sunitinib,Sorafenib,MDAMB436,-13.8996269060666
geldanamycin,Sorafenib,SKMES1,-2.8859593337581737
Sunitinib,Lapatinib,UACC62,16.9968892380515
vinblastine,Sunitinib,NCIH2122,-2.552277046947741
dexamethasone,Dasatinib,UACC62,-10.968565079401992
dexamethasone,Vorinostat,OVCAR3,-31.380009974583203
paclitaxel,geldanamycin,RPMI7951,0.369316059642221
paclitaxel,geldanamycin,A375,-1.32131943338233
dexamethasone,Vorinostat,CAOV3,5.989492839405608
paclitaxel,Erlotinib,SKMES1,2.42002639701588
Vorinostat,Lapatinib,A427,-11.18181257464061
dexamethasone,Sunitinib,SW-620,-24.2508933717269
metformin,Sorafenib,PA1,-28.9638748432599
dexamethasone,Dasatinib,HT29,-13.563015982384195
Erlotinib,Sorafenib,HCT116,-3.41466344580097
geldanamycin,Sorafenib,UACC62,3.2582764286422226
Sunitinib,Dasatinib,RPMI7951,-4.736229867816737
dexamethasone,Vorinostat,OCUBM,-37.2883298194418
dexamethasone,Vorinostat,PA1,-34.727836669101
metformin,Sunitinib,SKMES1,-44.1817825469333
Lapatinib,Erlotinib,HT29,1.5275640312561216
Sunitinib,Erlotinib,OCUBM,5.598134989920393
paclitaxel,Vorinostat,NCIH520,3.600655729290548
Vorinostat,Sunitinib,A2780,-1.61504571199055
metformin,geldanamycin,HT144,-22.4462583852743
Vorinostat,Sunitinib,HT144,-5.8677981963370005
paclitaxel,Sunitinib,SW-620,6.753311816554961
metformin,Dasatinib,A2780,9.772192422094813
dexamethasone,Lapatinib,NCIH1650,-0.8014467498558491
vinblastine,Sorafenib,RPMI7951,-2.4097304318056905
paclitaxel,Dasatinib,VCAP,-17.309192174305
dexamethasone,Erlotinib,NCIH23,-24.2572199033326
Lapatinib,Dasatinib,SW-620,-0.003939288658445
vinblastine,Sorafenib,A2058,7.570838092245207
metformin,Sorafenib,NCIH520,-40.922076323723
paclitaxel,geldanamycin,RKO,4.743603615290096
Lapatinib,Sorafenib,SW-620,0.3837795244341289
paclitaxel,geldanamycin,SW-620,2.6303171850506604
vinblastine,Lapatinib,HT144,1.3155747227446202
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941
metformin,Sorafenib,UWB1289,-26.6822467124322
Vorinostat,geldanamycin,UWB1289,4.38808277416547
Dasatinib,geldanamycin,UACC62,-6.47138721063866
metformin,Dasatinib,OCUBM,-6.3500959185649
vinblastine,Vorinostat,NCIH2122,2.35160533891099
Sunitinib,Lapatinib,NCI-H460,5.4465900456679694
dexamethasone,Erlotinib,LOVO,-12.5922662394529
Sunitinib,Lapatinib,PA1,17.8138573048897
Lapatinib,Dasatinib,NCIH520,3.78247800369874
Dasatinib,geldanamycin,RKO,-2.8447496930443927
vinblastine,Lapatinib,RPMI7951,-2.93911844531118
dexamethasone,Erlotinib,NCIH2122,7.45084701577923
Dasatinib,Sorafenib,NCIH1650,5.42147270471237
dexamethasone,Sunitinib,HT29,-9.70693692529289
geldanamycin,Sorafenib,VCAP,-10.35739215730591
Erlotinib,Sorafenib,HT29,0.1692077246922899
vinblastine,Erlotinib,UACC62,7.285509446842615
paclitaxel,Dasatinib,NCI-H460,-39.0956747424042
paclitaxel,Sunitinib,HT29,3.1416241584890576
paclitaxel,Vorinostat,NCIH23,-3.0345245902191325
Lapatinib,Dasatinib,T-47D,7.06032809637297
dexamethasone,Lapatinib,T-47D,-19.100904418149
dexamethasone,Dasatinib,CAOV3,11.0853991753379
paclitaxel,Erlotinib,SKMEL30,-0.1240821746904601
dexamethasone,Lapatinib,RKO,-24.992167376126925
Vorinostat,Sunitinib,NCIH2122,-6.89310310865277
Erlotinib,Dasatinib,NCIH1650,11.2728180991378
dexamethasone,Erlotinib,OVCAR3,-15.0089303719363
paclitaxel,Erlotinib,MDAMB436,0.7982616963508231
dexamethasone,Erlotinib,A375,-26.258782255785
Dasatinib,Sorafenib,OVCAR3,0.7345204104922589
metformin,Lapatinib,NCI-H460,-1.2671721747064446
vinblastine,Sunitinib,OV90,-82.13826531723697
paclitaxel,geldanamycin,PA1,0.5045482395984724
dexamethasone,geldanamycin,OV90,-11.219410776078313
paclitaxel,Sorafenib,NCI-H460,3.1327986373042376
Sunitinib,Erlotinib,CAOV3,6.71098989067457
metformin,Sorafenib,A2058,-46.587141393021525
vinblastine,Vorinostat,SKMEL30,-13.8157551615103
vinblastine,geldanamycin,UWB1289,1.8368511005450223
paclitaxel,Vorinostat,UWB1289,-0.897066728281827
dexamethasone,Vorinostat,T-47D,-38.7823663998969
Vorinostat,Sorafenib,UACC62,-3.36735139960915
dexamethasone,Lapatinib,UACC62,-12.7386491421071
vinblastine,Sunitinib,UACC62,2.595279020812243
metformin,Sunitinib,VCAP,-17.6906096863185
Vorinostat,Lapatinib,SW837,5.42509465390903
Vorinostat,geldanamycin,PA1,-4.666937653128132
vinblastine,Erlotinib,OV90,8.922207576391518
vinblastine,geldanamycin,HT144,-1.4230966237807086
vinblastine,Erlotinib,NCIH23,3.7606671418030695
dexamethasone,Sorafenib,SKMEL30,-5.17831154550348
dexamethasone,Vorinostat,OV90,-7.952166005584182
Erlotinib,Dasatinib,SKMES1,11.10272802991041
dexamethasone,Sorafenib,A2780,-12.2162083245621
Lapatinib,Erlotinib,VCAP,1.026942322157092
vinblastine,geldanamycin,OV90,-3.4922781726655696
dexamethasone,Dasatinib,NCIH1650,-10.5414716495377
Dasatinib,geldanamycin,LOVO,2.35164464781062
dexamethasone,Sorafenib,NCIH2122,-7.81388191369781
paclitaxel,Sorafenib,MDAMB436,-5.45440876641342
paclitaxel,Lapatinib,CAOV3,7.99575647038201
paclitaxel,Lapatinib,SW837,6.147225205740463
metformin,geldanamycin,MDAMB436,-31.4759298257721
metformin,Dasatinib,A375,-57.144820014625296
Sunitinib,Lapatinib,MDAMB436,1.166748445159433
metformin,Lapatinib,HT29,-11.916211326129387
dexamethasone,Sunitinib,A2780,-21.8962191024866
Erlotinib,Dasatinib,OVCAR3,13.9692836454661
Sunitinib,Sorafenib,A375,4.316615136301563
paclitaxel,Lapatinib,NCI-H460,-30.8171784242839
paclitaxel,Lapatinib,RPMI7951,-13.2494383747796
Vorinostat,Erlotinib,OV90,3.3899996482015826
vinblastine,Vorinostat,UWB1289,-0.0075038478591599
dexamethasone,Sunitinib,OV90,4.82455755953161
Sunitinib,geldanamycin,UWB1289,-9.509135784465323
paclitaxel,Dasatinib,UACC62,-7.69948364751984
Vorinostat,Erlotinib,SW837,10.229168329440906
vinblastine,geldanamycin,OCUBM,-16.8483709423333
metformin,Vorinostat,RKO,-70.65073406723695
vinblastine,Erlotinib,MDAMB436,5.07108724357905
Vorinostat,Lapatinib,A2058,-0.2898522089969393
Sunitinib,Lapatinib,OV90,4.435147085081137
vinblastine,geldanamycin,RKO,-2.202886656443709
paclitaxel,Sorafenib,SW837,-5.800670766453999
vinblastine,Dasatinib,VCAP,1.6646916021852596
vinblastine,geldanamycin,SW-620,-5.5186956836840375
Lapatinib,geldanamycin,OCUBM,-1.7663441991754285
dexamethasone,Lapatinib,A2780,-11.302161927872188
vinblastine,Erlotinib,NCI-H460,10.41580460128629
metformin,Sorafenib,T-47D,-1.3326443092463092
dexamethasone,Lapatinib,HT29,-23.7494411406013
Lapatinib,Dasatinib,NCI-H460,-2.6053130644292946
Dasatinib,Sorafenib,A427,10.013204486477417
paclitaxel,Erlotinib,A2780,1.7249239205326918
vinblastine,Lapatinib,SKMES1,-2.85382252753121
dexamethasone,Erlotinib,UACC62,-25.55316918036869
paclitaxel,geldanamycin,SK-OV-3,2.3166834950764685
paclitaxel,Vorinostat,NCIH1650,0.3224388648416145
Erlotinib,geldanamycin,A375,9.328533024448705
vinblastine,Erlotinib,SKMES1,1.8601156760560384
paclitaxel,Dasatinib,SKMES1,6.58117049992555
Vorinostat,Dasatinib,UWB1289,-0.4835459876036119
Vorinostat,Erlotinib,SK-OV-3,2.204062447972561
dexamethasone,Lapatinib,SK-OV-3,7.522446474796843
paclitaxel,Sunitinib,OVCAR3,-16.967828162594074
dexamethasone,Sorafenib,CAOV3,15.6414782015599
Erlotinib,Sorafenib,A427,3.682989905065457
Sunitinib,Erlotinib,HT144,2.188685633501576
Lapatinib,Dasatinib,NCIH1650,8.596988309863011
vinblastine,Lapatinib,UWB1289,0.2044267191685782
Lapatinib,Sorafenib,A2058,9.400493271217616
vinblastine,Vorinostat,RKO,-0.0918051514147744
dexamethasone,Dasatinib,NCIH2122,20.7428439693387
Sunitinib,Sorafenib,NCIH520,-2.489313079893845
Sunitinib,geldanamycin,RPMI7951,-10.78700495517378
paclitaxel,Lapatinib,HT29,1.844566842421384
metformin,Lapatinib,OV90,-2.989164004622407
vinblastine,Erlotinib,RKO,6.987950206462267
paclitaxel,Erlotinib,T-47D,0.1235817830644999
paclitaxel,Dasatinib,A2058,-12.4595255596924
dexamethasone,Erlotinib,CAOV3,7.418770080750715
metformin,geldanamycin,SKMES1,-33.7712071062874
Sunitinib,Erlotinib,OV90,5.586124430090477
Erlotinib,geldanamycin,LOVO,-3.72583443525641
paclitaxel,Erlotinib,LOVO,5.29091659278858
dexamethasone,Sorafenib,UACC62,-11.9846830308257
metformin,Vorinostat,OCUBM,-13.2752747780792
Vorinostat,Lapatinib,HT29,5.86288473591452
Lapatinib,geldanamycin,A427,0.8086942897832163
metformin,Vorinostat,VCAP,-62.9612541332419
Vorinostat,Sorafenib,HT29,-5.3185412482723295
dexamethasone,Vorinostat,HCT116,-38.4626262988146
paclitaxel,geldanamycin,T-47D,-17.6830733389949
Sunitinib,Sorafenib,CAOV3,-3.60075442831331
vinblastine,geldanamycin,CAOV3,0.0285872237409883
Vorinostat,Erlotinib,LOVO,5.009535132419683
paclitaxel,Sorafenib,SKMEL30,3.24770439300306
vinblastine,Sorafenib,A375,8.398744223780918
vinblastine,Vorinostat,HT29,-2.698100773809443
vinblastine,geldanamycin,T-47D,-39.4932668903457
paclitaxel,Vorinostat,T-47D,7.692941411907634
Vorinostat,geldanamycin,HT29,-1.9977872313530125
Sunitinib,Lapatinib,HT29,16.5479703149859
Lapatinib,geldanamycin,T-47D,-2.3458288386735573
metformin,Sunitinib,SKMEL30,-75.56229656723696
metformin,Sorafenib,NCIH23,-26.0047332498617
Dasatinib,Sorafenib,CAOV3,7.656482330373112
Dasatinib,geldanamycin,HT144,-37.9495035857927
vinblastine,geldanamycin,LOVO,-9.742168339465294
metformin,Sorafenib,HT144,-46.862925671502296
Erlotinib,Dasatinib,A375,0.5394390329931549
metformin,Lapatinib,RKO,-78.7451798053926
vinblastine,Erlotinib,UWB1289,7.33919324558513
Sunitinib,geldanamycin,SW-620,1.4955767028094
paclitaxel,Sorafenib,OVCAR3,-12.53254789251529
metformin,Sunitinib,OV90,5.5273920092716775
